Sentencia,Proceso,Expediente Tipo,Expediente NÃºmero,Magistrado(a) ponente,Sentencia Tipo,Fecha Sentencia,Año,SV-SPV,AV-APV
C-005-02,Demanda de inconstitucionalidad,D,3586,Jaime CÃ³rdoba TriviÃ±o,C,1/23/2002 0:00,2002,No,No
C-007-02,Demanda de inconstitucionalidad,D,3593,Manuel JosÃ© Cepeda Espinosa,C,1/23/2002 0:00,2002,No,No
C-009-02,Demanda de inconstitucionalidad,D,3594,Jaime CÃ³rdoba TriviÃ±o,C,1/23/2002 0:00,2002,No,No
C-006-02,Demanda de inconstitucionalidad,D,3596,Clara InÃ©s Vargas HernÃ¡ndez,C,1/23/2002 0:00,2002,No,No
C-1295-01,Demanda de inconstitucionalidad,D,3597,Alvaro Tafur Galvis,C,12/5/2001 0:00,2001,No,No
C-008-02,Demanda de inconstitucionalidad,D,3600,Clara InÃ©s Vargas HernÃ¡ndez,C,1/23/2002 0:00,2002,No,No
C-011-02,Demanda de inconstitucionalidad,D,3601,Alvaro Tafur Galvis,C,1/23/2002 0:00,2002,No,No
C-010-02,Demanda de inconstitucionalidad,D,3602,Marco Gerardo Monroy Cabra,C,1/23/2002 0:00,2002,No,No
C-1262-01,Demanda de inconstitucionalidad,D,3603,Alfredo BeltrÃ¡n Sierra,C,11/29/2001 0:00,2001,No,No
C-040-02,Demanda de inconstitucionalidad,D,3608,Eduardo Montealegre Lynett,C,1/30/2002 0:00,2002,No,No
C-041-02,Demanda de inconstitucionalidad,D,3610,Marco Gerardo Monroy Cabra,C,1/30/2002 0:00,2002,No,No
C-129-02,Demanda de inconstitucionalidad,D,3612,Manuel JosÃ© Cepeda Espinosa,C,2/26/2002 0:00,2002,No,No
C-042-02,Demanda de inconstitucionalidad,D,3613,Clara InÃ©s Vargas HernÃ¡ndez,C,1/30/2002 0:00,2002,No,No
C-012-02,Demanda de inconstitucionalidad,D,3619,Jaime Araujo RenterÃ­a,C,1/23/2002 0:00,2002,No,No
C-065-02,Demanda de inconstitucionalidad,D,3620,Manuel JosÃ© Cepeda Espinosa,C,2/6/2002 0:00,2002,No,No
C-199-02,Demanda de inconstitucionalidad,D,3621,Marco Gerardo Monroy Cabra,C,3/19/2002 0:00,2002,No,No
C-180-02,Demanda de inconstitucionalidad,D,3624,Jaime CÃ³rdoba TriviÃ±o,C,3/13/2002 0:00,2002,No,No
C-086-02,Demanda de inconstitucionalidad,D,3627,Clara InÃ©s Vargas HernÃ¡ndez,C,2/13/2002 0:00,2002,No,No
C-013-02,Demanda de inconstitucionalidad,D,3628,Alfredo BeltrÃ¡n Sierra,C,1/23/2002 0:00,2002,No,No
C-089-02,Demanda de inconstitucionalidad,D,3629,Eduardo Montealegre Lynett,C,2/13/2002 0:00,2002,No,No
C-310-02,Demanda de inconstitucionalidad,D,3631,Rodrigo Escobar Gil,C,4/30/2002 0:00,2002,No,No
C-090-02,Demanda de inconstitucionalidad,D,3632,Eduardo Montealegre Lynett,C,2/13/2002 0:00,2002,No,No
C-314-02,Demanda de inconstitucionalidad,D,3638,Marco Gerardo Monroy Cabra,C,4/30/2002 0:00,2002,No,No
C-091-02,Demanda de inconstitucionalidad,D,3640,Jaime CÃ³rdoba TriviÃ±o,C,2/13/2002 0:00,2002,No,No
C-093-02,Demanda de inconstitucionalidad,D,3642,Alvaro Tafur Galvis,C,2/13/2002 0:00,2002,No,No
C-107-02,Demanda de inconstitucionalidad,D,3643,Clara InÃ©s Vargas HernÃ¡ndez,C,2/14/2002 0:00,2002,No,No
C-092-02,Demanda de inconstitucionalidad,D,3644,Jaime Araujo RenterÃ­a,C,2/13/2002 0:00,2002,No,No
C-043-02,Demanda de inconstitucionalidad,D,3649,Alvaro Tafur Galvis,C,1/30/2002 0:00,2002,No,No
C-108-02,Demanda de inconstitucionalidad,D,3650,Eduardo Montealegre Lynett,C,2/20/2002 0:00,2002,No,No
C-109-02,Demanda de inconstitucionalidad,D,3652,Jaime Araujo RenterÃ­a,C,2/20/2002 0:00,2002,No,No
C-044-02,Demanda de inconstitucionalidad,D,3661,Rodrigo Escobar Gil,C,1/30/2002 0:00,2002,No,No
C-420-02,Demanda de inconstitucionalidad,D,3665,Jaime CÃ³rdoba TriviÃ±o,C,5/28/2002 0:00,2002,No,No
C-130-02,Demanda de inconstitucionalidad,D,3666,Jaime Araujo RenterÃ­a,C,2/26/2002 0:00,2002,No,No
C-085-02,Demanda de inconstitucionalidad,D,3670,Alfredo BeltrÃ¡n Sierra,C,2/13/2002 0:00,2002,No,No
C-228-02,Demanda de inconstitucionalidad,D,3672,Manuel JosÃ© Cepeda Espinosa,C,4/3/2002 0:00,2002,No,SÃ­
C-262-02,Demanda de inconstitucionalidad,D,3675,Rodrigo Escobar Gil,C,4/16/2002 0:00,2002,No,No
C-415-02,Demanda de inconstitucionalidad,D,3678,Eduardo Montealegre Lynett,C,5/28/2002 0:00,2002,No,No
C-178-02,Demanda de inconstitucionalidad,D,3679,Manuel JosÃ© Cepeda Espinosa,C,3/12/2002 0:00,2002,No,No
C-155-02,Demanda de inconstitucionalidad,D,3680,Clara InÃ©s Vargas HernÃ¡ndez,C,3/5/2002 0:00,2002,No,No
C-177-02,Demanda de inconstitucionalidad,D,3683,Marco Gerardo Monroy Cabra,C,3/12/2002 0:00,2002,No,No
C-156-02,Demanda de inconstitucionalidad,D,3684,Jaime CÃ³rdoba TriviÃ±o,C,3/5/2002 0:00,2002,No,No
C-311-02,Demanda de inconstitucionalidad,D,3686,Manuel JosÃ© Cepeda Espinosa,C,4/30/2002 0:00,2002,No,No
C-183-02,Demanda de inconstitucionalidad,D,3687,Jaime CÃ³rdoba TriviÃ±o,C,3/13/2002 0:00,2002,No,No
C-263-02,Demanda de inconstitucionalidad,D,3697,Alvaro Tafur Galvis,C,4/16/2002 0:00,2002,No,No
C-184-02,Demanda de inconstitucionalidad,D,3698,Jaime CÃ³rdoba TriviÃ±o,C,3/13/2002 0:00,2002,No,No
C-185-02,Demanda de inconstitucionalidad,D,3700,Rodrigo Escobar Gil,C,3/13/2002 0:00,2002,No,No
C-182-02,Demanda de inconstitucionalidad,D,3701,Marco Gerardo Monroy Cabra,C,3/18/2002 0:00,2002,No,No
C-234-02,Demanda de inconstitucionalidad,D,3702,Eduardo Montealegre Lynett,C,4/2/2002 0:00,2002,No,No
