Sentencia,Proceso,Expediente Tipo,Expediente NÃºmero,Magistrado(a) ponente,Sentencia Tipo,Fecha Sentencia,Año,SV-SPV,AV-APV
C-104-94,Demanda de inconstitucionalidad,D,387,Alejandro MartÃ­nez Caballero,C,3/10/1994 0:00,1994,No,No
C-069-94,Demanda de inconstitucionalidad,D,388,Vladimiro Naranjo Mesa,C,2/23/1994 0:00,1994,No,No
C-177-94,Demanda de inconstitucionalidad,D,389,Carlos Gaviria DÃ­az,C,4/12/1994 0:00,1994,No,No
C-105-94,Demanda de inconstitucionalidad,D,390,Jorge Arango MejÃ­a,C,3/10/1994 0:00,1994,No,No
C-106-94,Demanda de inconstitucionalidad,D,391,JosÃ© Gregorio HernÃ¡ndez Galindo,C,3/10/1994 0:00,1994,No,No
C-107-94,Demanda de inconstitucionalidad,D,392,Carlos Gaviria DÃ­az,C,3/10/1994 0:00,1994,No,No
C-108-94,Demanda de inconstitucionalidad,D,393,Hernando Herrera Vergara,C,3/10/1994 0:00,1994,No,No
C-214-94,Demanda de inconstitucionalidad,D,394,Antonio Barrera Carbonell,C,4/28/1994 0:00,1994,No,No
C-150-94,Demanda de inconstitucionalidad,D,396,Alejandro MartÃ­nez Caballero,C,3/24/1994 0:00,1994,No,No
C-129-94,Demanda de inconstitucionalidad,D,397,Vladimiro Naranjo Mesa,C,3/17/1994 0:00,1994,No,No
C-130-94,Demanda de inconstitucionalidad,D,399,Fabio MorÃ³n DÃ­az,C,3/17/1994 0:00,1994,No,No
C-132-94,Demanda de inconstitucionalidad,D,400,Fabio MorÃ³n DÃ­az,C,3/17/1994 0:00,1994,No,No
C-109-94,Demanda de inconstitucionalidad,D,403,Carlos Gaviria DÃ­az,C,3/10/1994 0:00,1994,No,No
C-134-94,Demanda de inconstitucionalidad,D,404,Vladimiro Naranjo Mesa,C,3/17/1994 0:00,1994,No,No
C-152-94,Demanda de inconstitucionalidad,D,405,Jorge Arango MejÃ­a,C,3/24/1994 0:00,1994,No,No
C-110-94,Demanda de inconstitucionalidad,D,407,JosÃ© Gregorio HernÃ¡ndez Galindo,C,3/10/1994 0:00,1994,No,No
C-270-94,Demanda de inconstitucionalidad,D,408,Hernando Herrera Vergara,C,6/9/1994 0:00,1994,No,No
C-312-94,Demanda de inconstitucionalidad,D,410,Antonio Barrera Carbonell,C,7/7/1994 0:00,1994,No,No
C-149-94,Demanda de inconstitucionalidad,D,411,Eduardo Cifuentes MuÃ±oz,C,3/23/1994 0:00,1994,No,No
C-151-94,Demanda de inconstitucionalidad,D,414,Fabio MorÃ³n DÃ­az,C,3/24/1994 0:00,1994,No,No
C-153-94,Demanda de inconstitucionalidad,D,415,Alejandro MartÃ­nez Caballero,C,3/24/1994 0:00,1994,No,No
C-146-94,Demanda de inconstitucionalidad,D,416,JosÃ© Gregorio HernÃ¡ndez Galindo,C,3/23/1994 0:00,1994,No,No
C-188-94,Demanda de inconstitucionalidad,D,419,Eduardo Cifuentes MuÃ±oz,C,4/19/1994 0:00,1994,No,No
C-187-94,Demanda de inconstitucionalidad,D,420,Jorge Arango MejÃ­a,C,4/19/1994 0:00,1994,No,No
C-195-94,Demanda de inconstitucionalidad,D,421,Vladimiro Naranjo Mesa,C,4/21/1994 0:00,1994,No,No
C-189-94,Demanda de inconstitucionalidad,D,422,Carlos Gaviria DÃ­az,C,4/19/1994 0:00,1994,No,No
C-196-94,Demanda de inconstitucionalidad,D,423,JosÃ© Gregorio HernÃ¡ndez Galindo,C,4/21/1994 0:00,1994,No,No
C-197-94,Demanda de inconstitucionalidad,D,424,Fabio MorÃ³n DÃ­az,C,4/21/1994 0:00,1994,No,No
C-198-94,Demanda de inconstitucionalidad,D,425,Vladimiro Naranjo Mesa,C,4/21/1994 0:00,1994,No,No
C-213-94,Demanda de inconstitucionalidad,D,426,Jorge Arango MejÃ­a,C,4/28/1994 0:00,1994,No,No
C-200-94,Demanda de inconstitucionalidad,D,427,Alejandro MartÃ­nez Caballero,C,4/21/1994 0:00,1994,No,No
C-222-94,Demanda de inconstitucionalidad,D,428,Antonio Barrera Carbonell,C,5/5/1994 0:00,1994,No,No
C-221-94,Demanda de inconstitucionalidad,D,429,Carlos Gaviria DÃ­az,C,5/5/1994 0:00,1994,No,No
C-225-94,Demanda de inconstitucionalidad,D,432,Eduardo Cifuentes MuÃ±oz,C,5/5/1994 0:00,1994,No,No
C-216-94,Demanda de inconstitucionalidad,D,435,Vladimiro Naranjo Mesa,C,4/28/1994 0:00,1994,No,No
C-215-94,Demanda de inconstitucionalidad,D,438,Fabio MorÃ³n DÃ­az,C,4/28/1994 0:00,1994,No,No
C-224-94,Demanda de inconstitucionalidad,D,439,Jorge Arango MejÃ­a,C,5/5/1994 0:00,1994,No,No
C-267-94,Demanda de inconstitucionalidad,D,440,Antonio Barrera Carbonell,C,6/2/1994 0:00,1994,No,No
C-226-94,Demanda de inconstitucionalidad,D,441,Alejandro MartÃ­nez Caballero,C,5/5/1994 0:00,1994,No,No
C-252-94,Demanda de inconstitucionalidad,D,442,Vladimiro Naranjo Mesa,C,5/26/1994 0:00,1994,No,No
C-252-94,Demanda de inconstitucionalidad,D,442,Antonio Barrera Carbonell,C,5/26/1994 0:00,1994,No,No
C-223-94,Demanda de inconstitucionalidad,D,443,JosÃ© Gregorio HernÃ¡ndez Galindo,C,5/5/1994 0:00,1994,No,No
C-250-94,Demanda de inconstitucionalidad,D,444,Carlos Gaviria DÃ­az,C,5/26/1994 0:00,1994,No,No
C-239-94,Demanda de inconstitucionalidad,D,445,Jorge Arango MejÃ­a,C,5/19/1994 0:00,1994,No,No
C-248-94,Demanda de inconstitucionalidad,D,447,Fabio MorÃ³n DÃ­az,C,5/26/1994 0:00,1994,No,No
C-093-94,Demanda de inconstitucionalidad,D,448,Hernando Herrera Vergara,C,3/4/1994 0:00,1994,No,No
C-240-94,Demanda de inconstitucionalidad,D,451,Carlos Gaviria DÃ­az,C,5/19/1994 0:00,1994,No,No
C-241-94,Demanda de inconstitucionalidad,D,452,Hernando Herrera Vergara,C,5/19/1994 0:00,1994,No,No
C-199-94,Demanda de inconstitucionalidad,D,453,JosÃ© Gregorio HernÃ¡ndez Galindo,C,4/21/1994 0:00,1994,No,No
C-311-94,Demanda de inconstitucionalidad,D,454,Vladimiro Naranjo Mesa,C,7/7/1994 0:00,1994,No,No
C-299-94,Demanda de inconstitucionalidad,D,455,Antonio Barrera Carbonell,C,6/30/1994 0:00,1994,No,No
C-271-94,Demanda de inconstitucionalidad,D,456,Jorge Arango MejÃ­a,C,6/9/1994 0:00,1994,No,No
C-313-94,Demanda de inconstitucionalidad,D,457,Carlos Gaviria DÃ­az,C,7/7/1994 0:00,1994,No,No
C-318-94,Demanda de inconstitucionalidad,D,458,Eduardo Cifuentes MuÃ±oz,C,7/14/1994 0:00,1994,No,No
C-251-94,Demanda de inconstitucionalidad,D,460,Vladimiro Naranjo Mesa,C,5/26/1994 0:00,1994,No,No
C-264-94,Demanda de inconstitucionalidad,D,461,Jorge Arango MejÃ­a,C,6/2/1994 0:00,1994,No,No
C-263-94,Demanda de inconstitucionalidad,D,462,JosÃ© Gregorio HernÃ¡ndez Galindo,C,6/2/1994 0:00,1994,No,No
C-355-94,Demanda de inconstitucionalidad,D,463,Antonio Barrera Carbonell,C,8/11/1994 0:00,1994,No,No
C-265-94,Demanda de inconstitucionalidad,D,464,Alejandro MartÃ­nez Caballero,C,6/2/1994 0:00,1994,No,No
C-266-94,Demanda de inconstitucionalidad,D,466,JosÃ© Gregorio HernÃ¡ndez Galindo,C,6/2/1994 0:00,1994,No,No
C-273-94,Demanda de inconstitucionalidad,D,467,Alejandro MartÃ­nez Caballero,C,6/9/1994 0:00,1994,No,No
C-319-94,Demanda de inconstitucionalidad,D,470,Hernando Herrera Vergara,C,7/14/1994 0:00,1994,No,No
C-272-94,Demanda de inconstitucionalidad,D,471,Carlos Gaviria DÃ­az,C,6/9/1994 0:00,1994,No,No
C-281-94,Demanda de inconstitucionalidad,D,474,JosÃ© Gregorio HernÃ¡ndez Galindo,C,6/16/1994 0:00,1994,No,No
C-282-94,Demanda de inconstitucionalidad,D,475,Vladimiro Naranjo Mesa,C,6/16/1994 0:00,1994,No,No
C-308-94,Demanda de inconstitucionalidad,D,476,Antonio Barrera Carbonell,C,7/7/1994 0:00,1994,No,No
C-337-94,Demanda de inconstitucionalidad,D,478,Eduardo Cifuentes MuÃ±oz,C,7/21/1994 0:00,1994,No,No
C-334-94,Demanda de inconstitucionalidad,D,479,Jorge Arango MejÃ­a,C,7/21/1994 0:00,1994,No,No
C-321-94,Demanda de inconstitucionalidad,D,480,Carlos Gaviria DÃ­az,C,7/14/1994 0:00,1994,No,No
C-320-94,Demanda de inconstitucionalidad,D,481,Fabio MorÃ³n DÃ­az,C,7/14/1994 0:00,1994,No,No
C-349-94,Demanda de inconstitucionalidad,D,483,JosÃ© Gregorio HernÃ¡ndez Galindo,C,8/4/1994 0:00,1994,No,No
C-348-94,Demanda de inconstitucionalidad,D,484,Vladimiro Naranjo Mesa,C,8/4/1994 0:00,1994,No,No
C-394-94,Demanda de inconstitucionalidad,D,485,Antonio Barrera Carbonell,C,9/8/1994 0:00,1994,No,No
C-377-94,Demanda de inconstitucionalidad,D,486,Jorge Arango MejÃ­a,C,8/25/1994 0:00,1994,No,No
C-389-94,Demanda de inconstitucionalidad,D,488,Antonio Barrera Carbonell,C,9/1/1994 0:00,1994,No,No
C-145-94,Demanda de inconstitucionalidad,D,489,Alejandro MartÃ­nez Caballero,C,3/23/1994 0:00,1994,No,No
C-360-94,Demanda de inconstitucionalidad,D,490,Alejandro MartÃ­nez Caballero,C,8/11/1994 0:00,1994,No,No
C-415-94,Demanda de inconstitucionalidad,D,491,Eduardo Cifuentes MuÃ±oz,C,9/22/1994 0:00,1994,No,No
C-406-94,Demanda de inconstitucionalidad,D,493,Jorge Arango MejÃ­a,C,9/15/1994 0:00,1994,No,No
C-335-94,Demanda de inconstitucionalidad,D,498,JosÃ© Gregorio HernÃ¡ndez Galindo,C,7/21/1994 0:00,1994,No,No
C-336-94,Demanda de inconstitucionalidad,D,499,Carlos Gaviria DÃ­az,C,7/21/1994 0:00,1994,No,No
C-356-94,Demanda de inconstitucionalidad,D,502,Fabio MorÃ³n DÃ­az,C,8/11/1994 0:00,1994,No,No
C-351-94,Demanda de inconstitucionalidad,D,503,Hernando Herrera Vergara,C,8/4/1994 0:00,1994,No,No
C-418-94,Demanda de inconstitucionalidad,D,505,Jorge Arango MejÃ­a,C,9/22/1994 0:00,1994,No,No
C-350-94,Demanda de inconstitucionalidad,D,509,Alejandro MartÃ­nez Caballero,C,8/4/1994 0:00,1994,No,No
C-371-94,Demanda de inconstitucionalidad,D,510,JosÃ© Gregorio HernÃ¡ndez Galindo,C,8/25/1994 0:00,1994,No,No
C-374-94,Demanda de inconstitucionalidad,D,513,Jorge Arango MejÃ­a,C,8/25/1994 0:00,1994,No,No
C-472-94,Demanda de inconstitucionalidad,D,514,Vladimiro Naranjo Mesa,C,10/20/1994 0:00,1994,No,No
C-414-94,Demanda de inconstitucionalidad,D,516,Antonio Barrera Carbonell,C,9/22/1994 0:00,1994,No,No
C-410-94,Demanda de inconstitucionalidad,D,517,Carlos Gaviria DÃ­az,C,9/15/1994 0:00,1994,No,No
C-358-94,Demanda de inconstitucionalidad,D,518,JosÃ© Gregorio HernÃ¡ndez Galindo,C,8/11/1994 0:00,1994,No,No
C-453-94,Demanda de inconstitucionalidad,D,519,Eduardo Cifuentes MuÃ±oz,C,10/20/1994 0:00,1994,No,No
C-372-94,Demanda de inconstitucionalidad,D,520,Vladimiro Naranjo Mesa,C,8/25/1994 0:00,1994,No,No
C-388-94,Demanda de inconstitucionalidad,D,524,Fabio MorÃ³n DÃ­az,C,9/1/1994 0:00,1994,No,No
C-425-94,Demanda de inconstitucionalidad,D,525,JosÃ© Gregorio HernÃ¡ndez Galindo,C,9/29/1994 0:00,1994,No,No
C-396-94,Demanda de inconstitucionalidad,D,526,JosÃ© Gregorio HernÃ¡ndez Galindo,C,9/8/1994 0:00,1994,No,No
C-416-94,Demanda de inconstitucionalidad,D,527,Antonio Barrera Carbonell,C,9/22/1994 0:00,1994,No,No
C-387-94,Demanda de inconstitucionalidad,D,529,Carlos Gaviria DÃ­az,C,9/1/1994 0:00,1994,No,No
C-409-94,Demanda de inconstitucionalidad,D,532,Hernando Herrera Vergara,C,9/15/1994 0:00,1994,No,No
C-365-94,Demanda de inconstitucionalidad,D,533,JosÃ© Gregorio HernÃ¡ndez Galindo,C,8/18/1994 0:00,1994,No,No
C-475-94,Demanda de inconstitucionalidad,D,534,Jorge Arango MejÃ­a,C,10/27/1994 0:00,1994,No,No
C-395-94,Demanda de inconstitucionalidad,D,538,Carlos Gaviria DÃ­az,C,9/8/1994 0:00,1994,No,No
C-424-94,Demanda de inconstitucionalidad,D,540,Fabio MorÃ³n DÃ­az,C,9/24/1994 0:00,1994,No,No
C-407-94,Demanda de inconstitucionalidad,D,541,Alejandro MartÃ­nez Caballero,C,9/15/1994 0:00,1994,No,No
C-408-94,Demanda de inconstitucionalidad,D,544,Fabio MorÃ³n DÃ­az,C,9/15/1994 0:00,1994,No,No
C-428-94,Demanda de inconstitucionalidad,D,545,Antonio Barrera Carbonell,C,9/29/1994 0:00,1994,No,No
C-055-95,Demanda de inconstitucionalidad,D,549,Alejandro MartÃ­nez Caballero,C,2/16/1995 0:00,1995,No,No
C-397-94,Demanda de inconstitucionalidad,D,552,Hernando Herrera Vergara,C,9/8/1994 0:00,1994,No,No
C-493-94,Demanda de inconstitucionalidad,D,556,Hernando Herrera Vergara,C,11/3/1994 0:00,1994,No,No
C-423-94,Demanda de inconstitucionalidad,D,557,Vladimiro Naranjo Mesa,C,9/29/1994 0:00,1994,No,No
C-417-94,Demanda de inconstitucionalidad,D,559,Carlos Gaviria DÃ­az,C,9/22/1994 0:00,1994,No,No
C-491-94,Demanda de inconstitucionalidad,D,561,Antonio Barrera Carbonell,C,11/3/1994 0:00,1994,No,No
C-427-94,Demanda de inconstitucionalidad,D,562,Fabio MorÃ³n DÃ­az,C,9/29/1994 0:00,1994,No,No
C-357-94,Demanda de inconstitucionalidad,D,564,Jorge Arango MejÃ­a,C,8/11/1994 0:00,1994,No,No
C-473-93,Demanda de inconstitucionalidad,D,565,Alejandro MartÃ­nez Caballero,C,10/27/1993 0:00,1993,No,No
C-473-94,Demanda de inconstitucionalidad,D,565,Alejandro MartÃ­nez Caballero,C,10/27/1994 0:00,1994,No,No
C-474-94,Demanda de inconstitucionalidad,D,566,Eduardo Cifuentes MuÃ±oz,C,10/27/1994 0:00,1994,No,No
C-426-94,Demanda de inconstitucionalidad,D,567,JosÃ© Gregorio HernÃ¡ndez Galindo,C,9/29/1994 0:00,1994,No,No
C-494-94,Demanda de inconstitucionalidad,D,568,Hernando Herrera Vergara,C,11/3/1994 0:00,1994,No,No
C-476-94,Demanda de inconstitucionalidad,D,569,Carlos Gaviria DÃ­az,C,10/27/1994 0:00,1994,No,No
C-555-94,Demanda de inconstitucionalidad,D,572,Eduardo Cifuentes MuÃ±oz,C,12/6/1994 0:00,1994,No,No
C-521-94,Demanda de inconstitucionalidad,D,573,Jorge Arango MejÃ­a,C,11/21/1994 0:00,1994,No,No
C-454-94,Demanda de inconstitucionalidad,D,575,Fabio MorÃ³n DÃ­az,C,10/20/1994 0:00,1994,No,No
C-228-95,Demanda de inconstitucionalidad,D,576,Antonio Barrera Carbonell,C,5/25/1995 0:00,1995,No,No
C-509-94,Demanda de inconstitucionalidad,D,578,Hernando Herrera Vergara,C,11/10/1994 0:00,1994,No,No
C-528-94,Demanda de inconstitucionalidad,D,579,Fabio MorÃ³n DÃ­az,C,11/24/1994 0:00,1994,No,No
C-455-94,Demanda de inconstitucionalidad,D,581,JosÃ© Gregorio HernÃ¡ndez Galindo,C,10/20/1994 0:00,1994,No,No
C-512-94,Demanda de inconstitucionalidad,D,583,Antonio Barrera Carbonell,C,11/16/1994 0:00,1994,No,No
C-489-94,Demanda de inconstitucionalidad,D,584,JosÃ© Gregorio HernÃ¡ndez Galindo,C,11/3/1994 0:00,1994,No,No
C-495-94,Demanda de inconstitucionalidad,D,587,Jorge Arango MejÃ­a,C,11/3/1994 0:00,1994,No,No
C-496-94,Demanda de inconstitucionalidad,D,589,Alejandro MartÃ­nez Caballero,C,11/3/1994 0:00,1994,No,No
C-497A-94,Demanda de inconstitucionalidad,D,591,Vladimiro Naranjo Mesa,C,11/3/1994 0:00,1994,No,No
C-526-94,Demanda de inconstitucionalidad,D,592,Antonio Barrera Carbonell,C,11/24/1994 0:00,1994,No,No
C-520-94,Demanda de inconstitucionalidad,D,593,Hernando Herrera Vergara,C,11/21/1994 0:00,1994,No,No
C-492-94,Demanda de inconstitucionalidad,D,598,Antonio Barrera Carbonell,C,11/3/1994 0:00,1994,No,No
C-511-94,Demanda de inconstitucionalidad,D,599,Fabio MorÃ³n DÃ­az,C,11/16/1994 0:00,1994,No,No
C-497-94,Demanda de inconstitucionalidad,D,600,JosÃ© Gregorio HernÃ¡ndez Galindo,C,11/3/1994 0:00,1994,No,No
C-547-94,Demanda de inconstitucionalidad,D,601,Carlos Gaviria DÃ­az,C,12/1/1994 0:00,1994,No,No
C-507-94,Demanda de inconstitucionalidad,D,602,Jorge Arango MejÃ­a,C,11/10/1994 0:00,1994,No,No
C-513-94,Demanda de inconstitucionalidad,D,606,Antonio Barrera Carbonell,C,11/16/1994 0:00,1994,No,No
C-506-94,Demanda de inconstitucionalidad,D,608,Fabio MorÃ³n DÃ­az,C,11/10/1994 0:00,1994,No,No
C-072-95,Demanda de inconstitucionalidad,D,612,Hernando Herrera Vergara,C,2/23/1995 0:00,1995,No,No
C-527-94,Demanda de inconstitucionalidad,D,613,Alejandro MartÃ­nez Caballero,C,11/18/1994 0:00,1994,No,No
C-545-94,Demanda de inconstitucionalidad,D,615,Fabio MorÃ³n DÃ­az,C,12/1/1994 0:00,1994,No,No
C-126-95,Demanda de inconstitucionalidad,D,616,Hernando Herrera Vergara,C,3/22/1995 0:00,1995,No,No
C-546-94,Demanda de inconstitucionalidad,D,618,Alejandro MartÃ­nez Caballero,C,12/1/1994 0:00,1994,No,No
C-544-94,Demanda de inconstitucionalidad,D,619,Jorge Arango MejÃ­a,C,12/1/1994 0:00,1994,No,No
C-514-94,Demanda de inconstitucionalidad,D,621,JosÃ© Gregorio HernÃ¡ndez Galindo,C,11/16/1994 0:00,1994,No,No
C-548-94,Demanda de inconstitucionalidad,D,622,Hernando Herrera Vergara,C,12/1/1994 0:00,1994,No,No
C-027-95,Demanda de inconstitucionalidad,D,623,Eduardo Cifuentes MuÃ±oz,C,2/2/1995 0:00,1995,No,No
C-558-94,Demanda de inconstitucionalidad,D,624,Carlos Gaviria DÃ­az,C,12/6/1994 0:00,1994,No,No
C-556-94,Demanda de inconstitucionalidad,D,626,Vladimiro Naranjo Mesa,C,12/6/1994 0:00,1994,No,No
C-230-95,Demanda de inconstitucionalidad,D,627,Antonio Barrera Carbonell,C,5/25/1995 0:00,1995,No,No
C-549-94,Demanda de inconstitucionalidad,D,628,Carlos Gaviria DÃ­az,C,12/1/1994 0:00,1994,No,No
C-529-94,Demanda de inconstitucionalidad,D,629,JosÃ© Gregorio HernÃ¡ndez Galindo,C,11/24/1994 0:00,1994,No,No
C-009-95,Demanda de inconstitucionalidad,D,630,Vladimiro Naranjo Mesa,C,1/17/1995 0:00,1995,No,No
C-557-94,Demanda de inconstitucionalidad,D,631,Jorge Arango MejÃ­a,C,12/6/1994 0:00,1994,No,No
C-140-95,Demanda de inconstitucionalidad,D,632,Vladimiro Naranjo Mesa,C,3/29/1995 0:00,1995,No,No
C-508-94,Demanda de inconstitucionalidad,D,633,Hernando Herrera Vergara,C,11/10/1994 0:00,1994,No,No
C-010-95,Demanda de inconstitucionalidad,D,634,Jorge Arango MejÃ­a,C,1/17/1995 0:00,1995,No,No
C-561-94,Demanda de inconstitucionalidad,D,637,Eduardo Cifuentes MuÃ±oz,C,12/6/1994 0:00,1994,No,No
C-560-94,Demanda de inconstitucionalidad,D,640,JosÃ© Gregorio HernÃ¡ndez Galindo,C,12/6/1994 0:00,1994,No,No
C-562-94,Demanda de inconstitucionalidad,D,641,Carlos Gaviria DÃ­az,C,12/6/1994 0:00,1994,No,No
C-166-95,Demanda de inconstitucionalidad,D,643,Hernando Herrera Vergara,C,4/20/1995 0:00,1995,No,No
C-559-94,Demanda de inconstitucionalidad,D,644,Hernando Herrera Vergara,C,12/6/1994 0:00,1994,No,No
C-042-95,Demanda de inconstitucionalidad,D,646,Fabio MorÃ³n DÃ­az,C,2/9/1995 0:00,1995,No,No
C-086-95,Demanda de inconstitucionalidad,D,647,Vladimiro Naranjo Mesa,C,3/1/1995 0:00,1995,No,No
C-084-95,Demanda de inconstitucionalidad,D,648,Alejandro MartÃ­nez Caballero,C,3/1/1995 0:00,1995,No,No
C-040-95,Demanda de inconstitucionalidad,D,652,Carlos Gaviria DÃ­az,C,2/9/1995 0:00,1995,No,No
C-026-95,Demanda de inconstitucionalidad,D,653,Carlos Gaviria DÃ­az,C,2/2/1995 0:00,1995,No,No
C-205-95,Demanda de inconstitucionalidad,D,656,Eduardo Cifuentes MuÃ±oz,C,5/11/1995 0:00,1995,No,No
C-194-95,Demanda de inconstitucionalidad,D,657,JosÃ© Gregorio HernÃ¡ndez Galindo,C,5/4/1995 0:00,1995,No,No
C-038-95,Demanda de inconstitucionalidad,D,658,Alejandro MartÃ­nez Caballero,C,2/9/1995 0:00,1995,No,No
C-221-95,Demanda de inconstitucionalidad,D,659,Eduardo Cifuentes MuÃ±oz,C,5/18/1995 0:00,1995,No,No
C-028-95,Demanda de inconstitucionalidad,D,660,Fabio MorÃ³n DÃ­az,C,2/2/1995 0:00,1995,No,No
C-252-95,Demanda de inconstitucionalidad,D,661,Eduardo Cifuentes MuÃ±oz,C,6/7/1995 0:00,1995,No,No
C-107-95,Demanda de inconstitucionalidad,D,663,JosÃ© Gregorio HernÃ¡ndez Galindo,C,3/15/1995 0:00,1995,No,No
C-083-95,Demanda de inconstitucionalidad,D,665,Carlos Gaviria DÃ­az,C,3/1/1995 0:00,1995,No,No
C-108-95,Demanda de inconstitucionalidad,D,666,Vladimiro Naranjo Mesa,C,3/15/1995 0:00,1995,No,No
C-029-95,Demanda de inconstitucionalidad,D,668,Jorge Arango MejÃ­a,C,2/2/1995 0:00,1995,No,No
C-151-95,Demanda de inconstitucionalidad,D,669,Fabio MorÃ³n DÃ­az,C,4/5/1995 0:00,1995,No,No
C-152-95,Demanda de inconstitucionalidad,D,671,Jorge Arango MejÃ­a,C,4/5/1995 0:00,1995,No,No
C-152-95,Demanda de inconstitucionalidad,D,671,Eduardo Cifuentes MuÃ±oz,C,4/5/1995 0:00,1995,No,No
C-030-95,Demanda de inconstitucionalidad,D,675,Antonio Barrera Carbonell,C,2/2/1995 0:00,1995,No,No
C-031-95,Demanda de inconstitucionalidad,D,676,Hernando Herrera Vergara,C,2/2/1995 0:00,1995,No,No
C-052-95,Demanda de inconstitucionalidad,D,677,Carlos Gaviria DÃ­az,C,2/16/1995 0:00,1995,No,No
C-039-95,Demanda de inconstitucionalidad,D,678,JosÃ© Gregorio HernÃ¡ndez Galindo,C,2/9/1995 0:00,1995,No,No
C-231-95,Demanda de inconstitucionalidad,D,679,Hernando Herrera Vergara,C,5/25/1995 0:00,1995,No,No
C-109-95,Demanda de inconstitucionalidad,D,680,Alejandro MartÃ­nez Caballero,C,3/15/1995 0:00,1995,No,No
C-053-95,Demanda de inconstitucionalidad,D,682,Eduardo Cifuentes MuÃ±oz,C,2/16/1995 0:00,1995,No,No
C-054-95,Demanda de inconstitucionalidad,D,684,Antonio Barrera Carbonell,C,2/16/1995 0:00,1995,No,No
C-168-95,Demanda de inconstitucionalidad,D,686,Carlos Gaviria DÃ­az,C,4/20/1995 0:00,1995,No,No
C-253-95,Demanda de inconstitucionalidad,D,687,Eduardo Cifuentes MuÃ±oz,C,6/7/1995 0:00,1995,No,No
C-223-95,Demanda de inconstitucionalidad,D,691,Antonio Barrera Carbonell,C,5/18/1995 0:00,1995,No,No
C-282-95,Demanda de inconstitucionalidad,D,692,Carlos Gaviria DÃ­az,C,6/29/1995 0:00,1995,No,No
C-169-95,Demanda de inconstitucionalidad,D,693,Carlos Gaviria DÃ­az,C,4/20/1995 0:00,1995,No,No
C-051-95,Demanda de inconstitucionalidad,D,696,Jorge Arango MejÃ­a,C,2/16/1995 0:00,1995,No,No
C-129-95,Demanda de inconstitucionalidad,D,698,Vladimiro Naranjo Mesa,C,3/30/1995 0:00,1995,No,No
C-069-95,Demanda de inconstitucionalidad,D,699,Hernando Herrera Vergara,C,2/23/1995 0:00,1995,No,No
C-141-95,Demanda de inconstitucionalidad,D,701,Antonio Barrera Carbonell,C,3/29/1995 0:00,1995,No,No
C-296-95,Demanda de inconstitucionalidad,D,702,Eduardo Cifuentes MuÃ±oz,C,7/6/1995 0:00,1995,No,No
C-229-95,Demanda de inconstitucionalidad,D,706,Alejandro MartÃ­nez Caballero,C,5/25/1995 0:00,1995,No,No
C-245-95,Demanda de inconstitucionalidad,D,708,Antonio Barrera Carbonell,C,6/1/1995 0:00,1995,No,No
C-254-95,Demanda de inconstitucionalidad,D,709,Fabio MorÃ³n DÃ­az,C,6/7/1995 0:00,1995,No,No
C-085-95,Demanda de inconstitucionalidad,D,711,Jorge Arango MejÃ­a,C,3/1/1995 0:00,1995,No,No
C-315-95,Demanda de inconstitucionalidad,D,712,Eduardo Cifuentes MuÃ±oz,C,7/19/1995 0:00,1995,No,No
C-071-95,Demanda de inconstitucionalidad,D,713,Carlos Gaviria DÃ­az,C,2/23/1995 0:00,1995,No,No
C-247-95,Demanda de inconstitucionalidad,D,714,JosÃ© Gregorio HernÃ¡ndez Galindo,C,6/1/1995 0:00,1995,No,No
C-381-95,Demanda de inconstitucionalidad,D,715,Vladimiro Naranjo Mesa,C,8/31/1995 0:00,1995,No,No
C-280-95,Demanda de inconstitucionalidad,D,717,Jorge Arango MejÃ­a,C,6/29/1995 0:00,1995,No,No
C-331-95,Demanda de inconstitucionalidad,D,718,Alejandro MartÃ­nez Caballero,C,7/27/1995 0:00,1995,No,No
C-153-95,Demanda de inconstitucionalidad,D,719,Antonio Barrera Carbonell,C,4/5/1995 0:00,1995,No,No
C-266-95,Demanda de inconstitucionalidad,D,720,Hernando Herrera Vergara,C,6/22/1995 0:00,1995,No,No
C-328-95,Demanda de inconstitucionalidad,D,722,Eduardo Cifuentes MuÃ±oz,C,7/27/1995 0:00,1995,No,No
C-232-95,Demanda de inconstitucionalidad,D,723,Carlos Gaviria DÃ­az,C,5/25/1995 0:00,1995,No,No
C-262-95,Demanda de inconstitucionalidad,D,724,Fabio MorÃ³n DÃ­az,C,6/20/1995 0:00,1995,No,No
C-127-95,Demanda de inconstitucionalidad,D,725,Vladimiro Naranjo Mesa,C,3/23/1995 0:00,1995,No,No
C-128-95,Demanda de inconstitucionalidad,D,726,Jorge Arango MejÃ­a,C,3/23/1995 0:00,1995,No,No
C-295-95,Demanda de inconstitucionalidad,D,728,Antonio Barrera Carbonell,C,7/6/1995 0:00,1995,No,No
C-305-95,Demanda de inconstitucionalidad,D,731,Alejandro MartÃ­nez Caballero,C,7/13/1995 0:00,1995,No,No
C-087-95,Demanda de inconstitucionalidad,D,732,JosÃ© Gregorio HernÃ¡ndez Galindo,C,3/1/1995 0:00,1995,No,No
